"","alias","abbr","vote","noOfLgas","lgaCollated","registeredVote","totalVote","slug","updatedAt"
"391","kebbi","APP",338,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"392","kebbi","BP",272,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"393","kebbi","LP",10682,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"394","kebbi","NNPP",5038,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"395","kebbi","NRM",1405,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"396","kebbi","PDP",285175,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"397","kogi","YPP",202,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"398","kogi","ZLP",1155,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"399","kogi","A",343,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"400","kogi","AA",140,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"401","kogi","AAC",243,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"402","kogi","ADC",4669,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"403","kogi","ADP",904,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"404","kogi","LP",56217,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"405","kogi","NNPP",4238,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"406","kogi","NRM",391,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"407","kogi","PDP",145104,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"408","kogi","APP",145,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"409","kogi","BP",174,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"410","kogi","PRP",711,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"411","kogi","SDP",394,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"412","kogi","APC",240751,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"413","kogi","APGA",706,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"414","kogi","APM",303,21,21,1932654,456790,"639e047e-fa0d-43d9-b439-c92e1d45c4bf","2023-02-28T17:37:42.773237"
"415","kwara","BP",188,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"416","kwara","LP",31166,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"417","kwara","PRP",355,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"418","kwara","A",1335,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"419","kwara","ADP",1128,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"420","kwara","ADC",3007,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"421","kwara","APGA",722,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"422","kwara","NNPP",3141,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"423","kwara","NRM",466,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"424","kwara","SDP",22738,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"425","kwara","YPP",2114,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"426","kwara","APM",368,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"427","kwara","ZLP",1170,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"428","kwara","PDP",136909,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"429","kwara","APC",263572,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"430","kwara","AA",145,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"431","kwara","AAC",257,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"432","kwara","APP",454,16,16,1695927,469235,"24ce6a79-c5f3-4d47-8e6d-7d78ed9c82d1","2023-02-27T12:45:45.80468"
"433","lagos","A",3069,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"434","lagos","AA",498,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"435","lagos","AAC",1597,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"436","lagos","ADP",2439,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"437","lagos","APC",572606,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"438","lagos","NNPP",8442,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"439","lagos","SDP",770,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"440","lagos","YPP",1109,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"441","lagos","ZLP",9964,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"442","lagos","NRM",609,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"443","lagos","PDP",75750,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"444","lagos","PRP",1120,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"445","lagos","APGA",2316,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"446","lagos","ADC",5789,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"447","lagos","APM",709,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"448","lagos","APP",371,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"449","lagos","BP",1837,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"450","lagos","LP",582454,20,20,7060195,1271449,"3ebb1c9f-ebdd-499c-8960-02b12d8bc965","2023-02-27T18:05:33.370279"
"451","nasarawa","ZLP",2660,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"452","nasarawa","LP",191361,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"453","nasarawa","NNPP",12715,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"454","nasarawa","NRM",405,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"455","nasarawa","PDP",147093,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"456","nasarawa","PRP",317,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"457","nasarawa","SDP",8046,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"458","nasarawa","YPP",249,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"459","nasarawa","ADP",788,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"460","nasarawa","APC",172922,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"461","nasarawa","APGA",989,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"462","nasarawa","APM",356,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"463","nasarawa","A",494,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"464","nasarawa","AA",554,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"465","nasarawa","AAC",117,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"466","nasarawa","APP",187,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"467","nasarawa","BP",340,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"468","nasarawa","ADC",973,13,13,1899244,540566,"d71da094-7c9a-49db-8d23-24aca5c8d291","2023-02-27T22:38:57.232539"
"469","niger","SDP",520,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"470","niger","YPP",591,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"471","niger","ZLP",2432,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"472","niger","NRM",1032,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"473","niger","PDP",284898,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"474","niger","PRP",2534,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"475","niger","APP",302,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"476","niger","BP",303,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"477","niger","LP",80452,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"478","niger","NNPP",21836,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"479","niger","ADC",1656,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"480","niger","ADP",2313,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"481","niger","APC",375183,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"482","niger","APGA",2539,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"483","niger","A",463,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"484","niger","AA",752,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"485","niger","AAC",264,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"486","niger","APM",598,25,25,2698344,778668,"605b62a7-6dea-41c2-b00d-85db49d5778d","2023-02-28T16:43:10.703384"
"487","ogun","A",1153,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"488","ogun","AA",331,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"489","ogun","AAC",923,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"490","ogun","ADC",10529,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"491","ogun","ADP",1734,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"492","ogun","APC",341554,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"493","ogun","APGA",934,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"494","ogun","APM",6012,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"495","ogun","APP",326,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"496","ogun","BP",374,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"497","ogun","LP",85829,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"498","ogun","NNPP",2200,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"499","ogun","YPP",366,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"500","ogun","ZLP",2393,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"501","ogun","NRM",542,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"502","ogun","PRP",536,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"503","ogun","SDP",738,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"504","ogun","PDP",123831,20,20,2688305,580305,"bcbca361-1878-4024-9276-0e9df733049b","2023-02-27T21:23:08.629426"
"505","ondo","APC",369924,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"506","ondo","APGA",1206,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"507","ondo","APM",319,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"508","ondo","ADP",1266,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"509","ondo","NRM",347,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"510","ondo","ZLP",4758,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"511","ondo","PDP",115463,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"512","ondo","APP",235,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"513","ondo","BP",200,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"514","ondo","A",130,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"515","ondo","AA",50,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"516","ondo","AAC",890,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"517","ondo","ADC",5612,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"518","ondo","PRP",240,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"519","ondo","SDP",1291,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"520","ondo","YPP",340,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"521","ondo","NNPP",930,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"522","ondo","LP",47350,18,18,1991344,550551,"c0742913-2dd7-44a2-b1b7-88b67965e999","2023-03-01T04:00:43.244507"
"523","osun","AA",129,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"524","osun","AAC",402,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"525","osun","ADC",3988,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"526","osun","ZLP",1121,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"527","osun","A",1006,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"528","osun","ADP",1519,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"529","osun","SDP",225,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"530","osun","LP",23283,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"531","osun","NNPP",713,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"532","osun","NRM",623,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"533","osun","PDP",354366,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"534","osun","APC",343945,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"535","osun","APGA",613,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"536","osun","APM",291,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"537","osun","APP",149,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"538","osun","BP",206,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"539","osun","YPP",347,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"540","osun","PRP",277,30,30,1954800,733203,"7184c9fa-7cb8-405e-a962-feeb5fa522ce","2023-02-27T12:56:19.796507"
"541","oyo","SDP",14517,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"542","oyo","YPP",572,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"543","oyo","APP",1985,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"544","oyo","BP",363,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"545","oyo","LP",99110,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"546","oyo","NNPP",4095,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"547","oyo","NRM",659,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"548","oyo","PDP",182977,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"549","oyo","ZLP",2891,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"550","oyo","PRP",433,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"551","oyo","APM",462,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"552","oyo","A",39514,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"553","oyo","AA",1124,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"554","oyo","AAC",1153,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"555","oyo","ADC",6080,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"556","oyo","ADP",2298,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"557","oyo","APC",449884,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"558","oyo","APGA",1368,33,33,3276675,809485,"0fefaec5-51a2-424b-8493-43ae8313d0ca","2023-02-27T21:20:05.733422"
"559","plateau","AA",342,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"560","plateau","A",539,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"561","plateau","AAC",420,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"562","plateau","ADC",1728,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"563","plateau","ADP",1922,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"564","plateau","APC",307195,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"565","plateau","APGA",883,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"566","plateau","NRM",955,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"567","plateau","SDP",879,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"568","plateau","PDP",243808,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"569","plateau","PRP",49201,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"570","plateau","APP",260,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"571","plateau","BP",1008,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"572","plateau","LP",466272,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"573","plateau","NNPP",8869,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"574","plateau","APM",380,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"575","plateau","ZLP",2886,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"576","plateau","YPP",623,17,17,2789528,1088170,"69bb2eb9-a200-419c-a66f-76ed1b598a7b","2023-02-28T17:54:09.38488"
"577","rivers","A",1875,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"578","rivers","APM",579,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"579","rivers","AA",321,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"580","rivers","AAC",443,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"581","rivers","ADC",1823,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"582","rivers","ADP",953,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"583","rivers","LP",175071,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"584","rivers","NNPP",1322,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"585","rivers","NRM",888,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"586","rivers","PDP",88468,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"587","rivers","PRP",275,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"588","rivers","SDP",10514,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"589","rivers","APP",849,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"590","rivers","BP",451,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
